Id_answer,OwnerUserId_answer,CreationDate_answer,ParentId,Score_answer,Body_answer,Id_question,OwnerUserId_question,CreationDate_question,ClosedDate,Score_question,Title,Body_question
8723129,125816.0,2012-01-04 06:54:22+00:00,8723120,87,"Use print instead.
You may want to follow it up by STDOUT.flush.
",8723120,1004443.0,2012-01-04 06:53:20+00:00,,65,How to print something without a new line in ruby,"puts statement in ruby automatically adds a new line, how do I avoid it.
"
11480644,776345.0,2012-07-14 02:55:10+00:00,2748830,51,"Simplest way
android:background=""@android:color/white""
No need to define anything. It uses predefined colors in android.R.
",2748830,330210.0,2010-05-01 03:57:22+00:00,,170,How to change background color in android app,"I want to  be able to change the background color to white in my android app in the simplest way possible. 
"
5914086,246342.0,2011-05-06 16:09:50+00:00,5914020,57,"You will need to pad with ""0"" if its a single digit & note getMonth returns 0..11 not 1..12
function printDate() {
    var temp = new Date();
    var dateStr = padStr(temp.getFullYear()) +
                  padStr(1 + temp.getMonth()) +
                  padStr(temp.getDate()) +
                  padStr(temp.getHours()) +
                  padStr(temp.getMinutes()) +
                  padStr(temp.getSeconds());
    debug (dateStr );
}

function padStr(i) {
    return (i < 10) ? ""0"" + i : """" + i;
}

",5914020,322933.0,2011-05-06 16:04:59+00:00,,48,javascript date to string,"Here is what I need to do. 
Get Date, convert to string and pass it over to a third party utility. 
The response from the library will have date in string format as I passed it. So, I need to convert the date to string like 20110506105524 (YYYYMMDDHHMMSS)
function printDate() {
    var temp = new Date();
    var dateStr = temp.getFullYear().toString() + 
                  temp.getMonth().toString() + 
                  temp.getDate().toString() +
                  temp.getHours().toString() + 
                  temp.getMinutes().toString() + 
                  temp.getSeconds().toString();

    debug (dateStr );
}

The problem with above is that for months 1-9, it prints one digit. How can I change it to print exactly 2 digits for month, date ...
"
1562571,23354.0,2009-10-13 19:56:32+00:00,1562540,62,"I don't really follow this guidance unless I'm in the scenarios you need it:

there is an actual ambiguity - mainly this impacts either constructors (this.name = name;) or things like Equals (return this.id == other.id;)
you want to pass a reference to the current instance
you want to call an extension method on the current instance

Other than that I consider this clutter. So I turn the rule off.
",1562540,114519.0,2009-10-13 19:50:09+00:00,,45,"Why does StyleCop recommend prefixing method or property calls with ""this""?","I have been trying to follow StyleCop's guidelines on a project, to see if the resulting code was better in the end. Most rules are reasonable or a matter of opinion on coding standard, but there is one rule which puzzles me, because I haven't seen anyone else recommend it, and because I don't see a clear benefit to it:

SA1101: The call to {method or property name} must begin with the 'this.' prefix to indicate that the item is a member of the class.

On the downside, the code is clearly more verbose that way, so what are the benefits of following that rule? Does anyone here follow that rule?
"
29867,893.0,2008-08-27 10:37:06+00:00,29810,59,"I've worked with Word documents in SVN. With TortoiseSVN, you can easily diff Word documents (between working copy and repository, or between two repository revisions). It's really slick and definitely recommended.
The other thing to do if you're using Word documents in SVN is to add the svn:needs-lock property to the Word documents. This will prevent two people from trying to edit the same document at the same time, since unfortunately there's no good way to merge Word documents.
With the above two things, handling revision controlled Word documents is at least tolerable. It certainly beats the alternative of using a shared folder and track-changes.
",29810,1261.0,2008-08-27 09:42:59+00:00,,70,Is version control (ie. Subversion) applicable in document tracking?,"I am in charge of about 100+ documents (word document, not source code) that needs revision by different people in my department. Currently all the documents are in a shared folder where they will retrieve, revise and save back into the folder. 
What I am doing now is looking up the ""date modified"" in the shared folder, opened up recent modified documents and use the ""Track Change"" function in MS Word to apply the changes. I find this a bit tedious.
So will it be better and easier if I commit this in a version control database?
Basically I want to keep different version of a file.

What have I learn from answers:

Use Time Machine to save different
version (or Shadow copy in Vista)
There is a difference between text
and binary documents when you use
version control app. (I didn't know
that)
Diff won't work on binary files
A notification system (ie email) for revision is great
Google Docs revision feature.

Update : 
I played around with Google Docs revision feature and feel that it is almost right for me. Just a bit annoyed with the too frequent versioning (autosaving). 
But what feels right for me doesn't mean it feels right for my dept. Will they be okay with saving all these documents with Google? 
"
1454992,134554.0,2009-09-21 15:05:47+00:00,1453410,76,"Several things to point out.
First of all, you cannot assign an array object as you do here:
char A[WIDTH][HEIGHT];  
A=rand_grid(WIDTH,HEIGHT);

Objects of array type are not modifiable.  
Secondly, functions in C cannot return array types.  They can return pointers to arrays, though:
char (*foo(int width))[HEIGHT]
{
  /**
   * dynamically allocate memory for a widthxHEIGHT array of char
   */
  char (*newArr)[HEIGHT] = malloc(sizeof *newArr * width);
  /**
   * initialize array contents here
   */
  return newArr;
}

The syntax is a little confusing; it reads as 
       foo                                   -- foo
       foo(int width)                        -- is a function
                                             -- taking an int parameter
      *foo(int width)                        -- returning a pointer
     (*foo(int width))[HEIGHT]               -- to a HEIGHT-element array
char (*foo(int width))[HEIGHT]               -- of char

For C89, HEIGHT in the above snippet must be a compile-time constant integral expression (either a macro, a numeric literal, or an arithmetic expression consisting of macros and/or numeric literals).  I'm not sure if that's also true for C99.  
Based on the snippet you've posted, what you want to do is to take an array you've already allocated and initialize its contents.  Remember that in most contexts, an expression of an array type will implicitly be converted to a pointer to the base type.  IOW, if you pass an N-element array of T to a function, what the function actually receives is a pointer to T:
void foo (T *p) {...}
...
T arr[N];
foo(arr);

For 2-d arrays, it's a little uglier:
void foo (T (*p)[M]) {...}
...
T arr[N][M];
foo(arr);

This also relies on M being known at compile time, which limits the function's usefulness.  What you'd like is a function that can deal with a 2-d array of arbitrary size.  The best way I know of to accomplish this is instead of passing a pointer to the array, pass the address of the first element in the array[1], and pass the number of rows and columns as separate parameters:
void foo(T *base, size_t rows, size_t cols) {...}
...
T arr[N][M];
foo (&arr[0][0], N, M);

So your rand_grid function would look something like this:
void rand_grid(char *base, size_t rows, size_t cols)
{
  size_t i, j;
  for (i = 0; i < rows; i++)
  {
    for (j = 0; j < cols; j++)
    {
      /**
       * Since base is a simple char *, we must index it
       * as though it points to a 1-d array.  This works if
       * base points to the first element of a 2-d array,
       * since multi-dimensional arrays are contiguous.  
       */
      base[i*cols+j] = initial_value();
    }
  }
}

int main(void)
{
  char A[WIDTH][HEIGHT];
  rand_grid(&A[0][0], WIDTH, HEIGHT);
  ...
}



Even though the expressions &A[0][0] and A yield the same value (the base address of A), the types of the two expressions are different.  The first expression evaluates to a simple pointer to char (char *), while the second evaluates to a pointer to a 2-d array of char (char (*)[HEIGHT]).  

",1453410,156943.0,2009-09-21 08:26:03+00:00,,42,Declaring a C function to return an array,"How can I make a function which returns an array? I tried this
const int WIDTH=11;
const int HEIGHT=11;

int main() {
  char A[WIDTH][HEIGHT];
  A=rand_grid(WIDTH,HEIGHT);
  return 0;
}

// Initializes a random board.
char[][] rand_grid(int i, int k) {
  char* A[i][k];
  for(j=0;j<i;++j) {
    for(l=0;l<k;++l) {
      A[j][l]=ran(10);
    }
  }
  return A;
}

// Returns a random number from the set {0,...,9}.
int ran(int i) {
  srand((unsigned int) time(0));
  return(rand()%10);
}

"
2824922,276101.0,2010-05-13 06:54:28+00:00,2824910,88,"Java passes by value; there's no out parameter like in C#.
You can either use return, or mutate an object passed as a reference (by value).
Related questions

Does Java have something like C#'s ref and out keywords?
? (NO!)
Is Java pass by reference? (NO!) 


Code sample
public class FunctionSample {
    static String fReturn() {
        return ""Hello!"";
    }
    static void fArgNoWorkie(String s) {
        s = ""What am I doing???""; // Doesn't ""work""! Java passes by value!
    }
    static void fMutate(StringBuilder sb) {
        sb.append(""Here you go!"");
    }
    public static void main(String[] args) {
        String s = null;

        s = fReturn();
        System.out.println(s); // prints ""Hello!""

        fArgNoWorkie(s);
        System.out.println(s); // prints ""Hello!""

        StringBuilder sb = new StringBuilder();
        fMutate(sb);
        s = sb.toString();
        System.out.println(s); // prints ""Here you go!""
    }

}

See also

What is meant by immutable?
StringBuilder and StringBuffer in Java


As for the code that OP needs help with, here's a typical solution of using a special value (usually null for reference types) to indicate success/failure:
Instead of:
String oPerson= null;
if (CheckAddress(""5556"", oPerson)) {
   print(oPerson); // DOESN'T ""WORK""! Java passes by value; String is immutable!
}

private boolean CheckAddress(String iAddress, String oPerson) {
   // on search succeeded:
   oPerson = something; // DOESN'T ""WORK""!
   return true;
   :
   // on search failed:
   return false;
}

Use a String return type instead, with null to indicate failure.
String person = checkAddress(""5556"");
if (person != null) {
   print(person);
}

private String checkAddress(String address) {
   // on search succeeded:
   return something;
   :
   // on search failed:
   return null;
}

This is how java.io.BufferedReader.readLine() works, for example: it returns instanceof String (perhaps an empty string!), until it returns null to indicate end of ""search"".
This is not limited to a reference type return value, of course. The key is that there has to be some special value(s) that is never a valid value, and you use that value for special purposes.
Another classic example is String.indexOf: it returns -1 to indicate search failure.

Note: because Java doesn't have a concept of ""input"" and ""output"" parameters, using the i- and o- prefix (e.g. iAddress, oPerson) is unnecessary and unidiomatic.


A more general solution
If you need to return several values, usually they're related in some way (e.g. x and y coordinates of a single Point). The best solution would be to encapsulate these values together. People have used an Object[] or a List<Object>, or a generic Pair<T1,T2>, but really, your own type would be best.
For this problem, I recommend an immutable SearchResult type like this to encapsulate the boolean and String search results:
public class SearchResult {
   public final String name;
   public final boolean isFound;

   public SearchResult(String name, boolean isFound) {
      this.name = name;
      this.isFound = isFound;
   }
}

Then in your search function, you do the following:
private SearchResult checkAddress(String address) {
  // on address search succeed
  return new SearchResult(foundName, true);
  :
  // on address search failed
  return new SearchResult(null, false);
}

And then you use it like this:
SearchResult sr = checkAddress(""5556"");
if (sr.isFound) {
  String name = sr.name;
  //...
}

If you want, you can (and probably should) make the final immutable fields non-public, and use public getters instead.
",2824910,305732.0,2010-05-13 06:51:41+00:00,,47,How to use an output parameter in Java?,"Could someone please give me some sample code that uses an output parameter in function? I've tried to Google it but just found it just in functions. I'd like to use this output value in another function.
The code I am developing intended to be run in Android. 
"
3050218,8912.0,2010-06-16 01:48:27+00:00,3049790,128,"Nope, you can't abort an ""each"" without throwing an exception.  You likely want a classic loop if you want the break to abort under a particular condition.
Alternatively, you could use a ""find"" closure instead of an each and return true when you would have done a break.
This example will abort before processing the whole list:
def a = [1, 2, 3, 4, 5, 6, 7]

a.find { 
    if (it > 5) return true // break
    println it  // do the stuff that you wanted to before break
    return false // keep looping
}

Prints 
1
2
3
4
5

but doesn't print 6 or 7.
It's also really easy to write your own iterator methods with custom break behavior that accept closures:
List.metaClass.eachUntilGreaterThanFive = { closure ->
    for ( value in delegate ) {
        if ( value  > 5 ) break
        closure(value)
    }
}

def a = [1, 2, 3, 4, 5, 6, 7]

a.eachUntilGreaterThanFive {
    println it
}

Also prints:
1
2
3
4
5    

",3049790,344498.0,2010-06-15 23:25:41+00:00,,90,Break from groovy each closure,"Is it possible to ""break"" from a Groovy each Closure?
Or should I be using a classic loop instead?
"
4079952,168868.0,2010-11-02 16:41:42+00:00,4079920,120,"PHP is compiled into bytecode, which is then interpreted on top of something resembling a VM.  Many other scripting languages follow the same general process, including Perl and Ruby.  It's not really a traditional interpreted language like, say, BASIC.
There would be no effective speed increase if you attempted to ""minify"" the source.  You would get a major increase by using a bytecode cache like APC.
Facebook introduced a compiler named HipHop that transforms PHP source into C++ code.  Rasmus Lerdorf, one of the big PHP guys did a presentation for Digg earlier this year that covers the performance improvements given by HipHop.  In short, it's not too much faster than optimizing code and using a bytecode cache.  HipHop is overkill for the majority of users.
Facebook also recently unveiled HHVM, a new virtual machine based on their work making HipHop.  It's still rather new and it's not clear if it will provide a major performance boost to the general public.
Just to make sure it's stated expressly, please read that presentation in full.  It points out numerous ways to benchmark and profile code and identify bottlenecks using tools like xdebug and xhprof, also from Facebook.
",4079920,383609.0,2010-11-02 16:38:37+00:00,,71,Is there a point to minifying PHP?,"I know you can minify PHP, but I'm wondering if there is any point. PHP is an interpreted language so will run a little slower than a compiled language. My question is: would clients see a visible speed improvement in page loads and such if I were to minify my PHP?
Also, is there a way to compile PHP or something similar?
"
2436084,224671.0,2010-03-12 21:39:51+00:00,2436070,68,"There's no default parameters in ObjC.
You can create 2 methods though:
-(void)fooWithA:(int)a b:(int)b c:(int)c {
  ...
}
-(void)fooWithA:(int)a b:(int)b {
  [self fooWithA:a b:b c:0];
}

For C : there's nothing special added to the C subset by using ObjC. Anything that cannot be done in pure C can't be done by compiling in ObjC either. That means, you can't have default parameters, nor overload a function. Create 2 functions instead.
",2436070,53491.0,2010-03-12 21:36:20+00:00,2010-03-14 06:25:31+00:00,23,Objective C Default parameters?,"
Possible Duplicates:
Optional arguments in Objective-C 2.0?
Objective-C Default Argument Value 

I'm writing a C function in Objective C. I want a default value for my last parameter. 
I've tried:
foo(int a, int b, int c = 0);

but that's C++
I've also tried
foo(int a, int b, int c)
{
...
}

foo(int a, int b)
{
   foo(a, b, 0);
}

But that's ALSO C++. 
is there a way to do this in Objective C?
"
65237,5171.0,2008-09-15 18:06:27+00:00,65200,96,"JNI.  In fact, with JNI, crashing is the default mode of operation.  You have to work extra hard to get it not to crash.
",65200,9195.0,2008-09-15 18:01:35+00:00,,90,How do you crash a JVM?,"I was reading a book on programming skills wherein the author asks the interviewee, ""How do you crash a JVM?"" I thought that you could do so by writing an infinite for-loop that would eventually use up all the memory.
Anybody has any idea?
"
5180700,227755.0,2011-03-03 12:28:48+00:00,1139160,136,"cross apply sometimes enables you to do things that you cannot do with inner join.
Example (a syntax error):
select F.* from sys.objects O  
inner join dbo.myTableFun(O.name) F   
on F.schema_id= O.schema_id

This is a syntax error, because, when used with inner join, table functions can only take variables or constants as parameters. (I.e., the table function parameter cannot depend on another table's column.) 
However:
select F.* from sys.objects O  
cross apply ( select * from dbo.myTableFun(O.name) ) F  
where F.schema_id= O.schema_id

This is legal.
Edit:
Or alternatively, shorter syntax: (by ErikE)
select F.* from sys.objects O  
cross apply dbo.myTableFun(O.name) F
where F.schema_id= O.schema_id

Edit:
Note:
Informix 12.10 xC2+ has Lateral Derived Tables and Postgresql (9.3+) has Lateral Subqueries which can be used to a similar effect.
",1139160,111934.0,2009-07-16 17:42:21+00:00,,563,When should I use Cross Apply over Inner Join?,"What is the main purpose of using CROSS APPLY?
I have read (vaguely, through posts on the Internet) that cross apply can be more efficient when selecting over large data sets if you are partitioning. (Paging comes to mind)
I also know that CROSS APPLY doesn't require a UDF as the right-table.
In most INNER JOIN queries (one-to-many relationships), I could rewrite them to use CROSS APPLY, but they always give me equivalent execution plans. 
Can anyone give me a good example of when CROSS APPLY makes a difference in those cases where INNER JOIN will work as well?

Edit:
Here's a trivial example, where the execution plans are exactly the same.  (Show me one where they differ and where cross apply is faster/more efficient)
create table Company (
    companyId int identity(1,1)
,   companyName varchar(100)
,   zipcode varchar(10) 
,   constraint PK_Company primary key (companyId)
)
GO

create table Person (
    personId int identity(1,1)
,   personName varchar(100)
,   companyId int
,   constraint FK_Person_CompanyId foreign key (companyId) references dbo.Company(companyId)
,   constraint PK_Person primary key (personId)
)
GO

insert Company
select 'ABC Company', '19808' union
select 'XYZ Company', '08534' union
select '123 Company', '10016'


insert Person
select 'Alan', 1 union
select 'Bobby', 1 union
select 'Chris', 1 union
select 'Xavier', 2 union
select 'Yoshi', 2 union
select 'Zambrano', 2 union
select 'Player 1', 3 union
select 'Player 2', 3 union
select 'Player 3', 3 


/* using CROSS APPLY */
select *
from Person p
cross apply (
    select *
    from Company c
    where p.companyid = c.companyId
) Czip

/* the equivalent query using INNER JOIN */
select *
from Person p
inner join Company c on p.companyid = c.companyId

"
907974,7370.0,2009-05-25 20:31:57+00:00,907910,86,"PUT and DELETE are not supported by all browsers, RubyOnRails supports passing an extra parameter with your data called _method which will indicate how RoR will treat the request.
$.ajax({
          type: ""POST"",
          url: '/admin/pages/1.json',
          data: { _method:'PUT', page : {...} },
          dataType: 'json',
          success: function(msg) {
            alert( ""Data Saved: "" + msg );
          }
});

",907910,,2009-05-25 20:10:19+00:00,,47,How do I PUT data to Rails using JQuery,"I am trying to send a jquery ajax PUT request that looks like this:
$.ajax({
          type: ""PUT"",
          url: '/admin/pages/1.json',
          data: { page : {...} },
          dataType: 'json',
          success: function(msg) {
            alert( ""Data Saved: "" + msg );
          }
});

but I get the following error:
The error occurred while evaluating nil.name
    /Library/Ruby/Gems/1.8/gems/activesupport-2.3.2/lib/active_support/xml_mini/rexml.rb:29:in `merge_element!'
    /Library/Ruby/Gems/1.8/gems/activesupport-2.3.2/lib/active_support/xml_mini/rexml.rb:18:in `parse'
    (__DELEGATION__):2:in `__send__'
    (__DELEGATION__):2:in `parse'
    /Library/Ruby/Gems/1.8/gems/activesupport-2.3.2/lib/active_support/core_ext/hash/conversions.rb:154:in `from_xml' ... ...

Is like Rails is trying to parse the params as XML, but I want to use JSON!!
What shall I do to put JSON to rails?
"
1139231,55159.0,2009-07-16 17:52:56+00:00,1139160,423,"
Can anyone give me a good example of when CROSS APPLY makes a difference in those cases where INNER JOIN will work as well?

See the article in my blog for detailed performance comparison:

INNER JOIN vs. CROSS APPLY

CROSS APPLY works better on things that have no simple JOIN condition.
This one selects 3 last records from t2 for each record from t1:
SELECT  t1.*, t2o.*
FROM    t1
CROSS APPLY
        (
        SELECT  TOP 3 *
        FROM    t2
        WHERE   t2.t1_id = t1.id
        ORDER BY
                t2.rank DESC
        ) t2o

It cannot be easily formulated with an INNER JOIN condition.
You could probably do something like that using CTE's and window function:
WITH    t2o AS
        (
        SELECT  t2.*, ROW_NUMBER() OVER (PARTITION BY t1_id ORDER BY rank) AS rn
        FROM    t2
        )
SELECT  t1.*, t2o.*
FROM    t1
INNER JOIN
        t2o
ON      t2o.t1_id = t1.id
        AND t2o.rn <= 3

, but this is less readable and probably less efficient.
Update:
Just checked.
master is a table of about 20,000,000 records with a PRIMARY KEY on id.
This query:
WITH    q AS
        (
        SELECT  *, ROW_NUMBER() OVER (ORDER BY id) AS rn
        FROM    master
        ),
        t AS 
        (
        SELECT  1 AS id
        UNION ALL
        SELECT  2
        )
SELECT  *
FROM    t
JOIN    q
ON      q.rn <= t.id

runs for almost 30 seconds, while this one:
WITH    t AS 
        (
        SELECT  1 AS id
        UNION ALL
        SELECT  2
        )
SELECT  *
FROM    t
CROSS APPLY
        (
        SELECT  TOP (t.id) m.*
        FROM    master m
        ORDER BY
                id
        ) q

is instant.
",1139160,111934.0,2009-07-16 17:42:21+00:00,,563,When should I use Cross Apply over Inner Join?,"What is the main purpose of using CROSS APPLY?
I have read (vaguely, through posts on the Internet) that cross apply can be more efficient when selecting over large data sets if you are partitioning. (Paging comes to mind)
I also know that CROSS APPLY doesn't require a UDF as the right-table.
In most INNER JOIN queries (one-to-many relationships), I could rewrite them to use CROSS APPLY, but they always give me equivalent execution plans. 
Can anyone give me a good example of when CROSS APPLY makes a difference in those cases where INNER JOIN will work as well?

Edit:
Here's a trivial example, where the execution plans are exactly the same.  (Show me one where they differ and where cross apply is faster/more efficient)
create table Company (
    companyId int identity(1,1)
,   companyName varchar(100)
,   zipcode varchar(10) 
,   constraint PK_Company primary key (companyId)
)
GO

create table Person (
    personId int identity(1,1)
,   personName varchar(100)
,   companyId int
,   constraint FK_Person_CompanyId foreign key (companyId) references dbo.Company(companyId)
,   constraint PK_Person primary key (personId)
)
GO

insert Company
select 'ABC Company', '19808' union
select 'XYZ Company', '08534' union
select '123 Company', '10016'


insert Person
select 'Alan', 1 union
select 'Bobby', 1 union
select 'Chris', 1 union
select 'Xavier', 2 union
select 'Yoshi', 2 union
select 'Zambrano', 2 union
select 'Player 1', 3 union
select 'Player 2', 3 union
select 'Player 3', 3 


/* using CROSS APPLY */
select *
from Person p
cross apply (
    select *
    from Company c
    where p.companyid = c.companyId
) Czip

/* the equivalent query using INNER JOIN */
select *
from Person p
inner join Company c on p.companyid = c.companyId

"
15427736,1366455.0,2013-03-15 08:28:01+00:00,15422120,144,"Change your method from 
public void updateReceiptsList(List<Receipt> newlist) {
    receiptlist = newlist;
    this.notifyDataSetChanged();
}

To
public void updateReceiptsList(List<Receipt> newlist) {
    receiptlist.clear();
    receiptlist.addAll(newlist);
    this.notifyDataSetChanged();
}

So you keep the same object as your DataSet in your Adapter.
",15422120,1397997.0,2013-03-14 23:29:19+00:00,,43,notifyDataSetChange not working from custom adapter,"When I repopulate my ListView, I call a specific method from my Adapter.
Problem:
When I call updateReceiptsList from my Adapter, the data is refreshed, but my ListView doesn't reflect the change. 
Question:
Why doesn't my ListView show the new data when I call notifyDataSetChanged?
Adapter:
public class ReceiptListAdapter extends BaseAdapter {

    public List<Receipt> receiptlist;
    private Context context;
    private LayoutInflater inflater;
    private DateHelpers dateH;

    public ReceiptListAdapter(Activity activity, Context mcontext, List<Receipt> rl) {
        context = mcontext;
        receiptlist = rl;
        Collections.reverse(receiptlist);
        inflater = (LayoutInflater)activity.getSystemService(Context.LAYOUT_INFLATER_SERVICE);
        dateH = new DateHelpers();
    }

    @Override
    public int getCount() {
        try {
            int size = receiptlist.size();
            return size;
        } catch(NullPointerException ex) {
            return 0;
        }
    }

    public void updateReceiptsList(List<Receipt> newlist) {
        receiptlist = newlist;
        this.notifyDataSetChanged();
    }

    @Override
    public Receipt getItem(int i) {
        return receiptlist.get(i);
    }

    @Override
    public long getItemId(int i) {
        return receiptlist.get(i).getReceiptId() ;
    }

    private String getPuntenString(Receipt r) {
        if(r.getPoints().equals(""1"")) {
            return ""1 punt"";
        }
        return r.getPoints()+"" punten"";
    }

    @Override
    public View getView(int position, View convertView, ViewGroup parent) {
        View vi=convertView;

        final Receipt receipt = receiptlist.get(position);
        ReceiptViewHolder receiptviewholder;
        Typeface tf_hn = Typeface.createFromAsset(context.getAssets(), ""helveticaneue.ttf"");        
        Typeface tf_hn_bold = Typeface.createFromAsset(context.getAssets(), ""helveticaneuebd.ttf"");

        if (vi == null) { //convertview==null
            receiptviewholder = new ReceiptViewHolder();
            vi = inflater.inflate(R.layout.view_listitem_receipt, null);
            vi.setOnClickListener(null);
            vi.setOnLongClickListener(null);
            vi.setLongClickable(false);
            receiptviewholder.shop = (TextView) vi.findViewById(R.id.tv_listitemreceipt_shop);
            receiptviewholder.date = (TextView) vi.findViewById(R.id.tv_listitemreceipt_date);
            receiptviewholder.price = (TextView) vi.findViewById(R.id.tv_listitemreceipt_price);
            receiptviewholder.points = (TextView) vi.findViewById(R.id.tv_listitemreceipt_points);
            receiptviewholder.shop.setTypeface(tf_hn_bold);
            receiptviewholder.price.setTypeface(tf_hn_bold);
            vi.setTag(receiptviewholder);
        }else{//convertview is not null
            receiptviewholder = (ReceiptViewHolder)vi.getTag();
        }

        receiptviewholder.shop.setText(receipt.getShop());
        receiptviewholder.date.setText(dateH.timestampToDateString(Long.parseLong(receipt.getPurchaseDate())));
        receiptviewholder.price.setText(""â¬ ""+receipt.getPrice());
        receiptviewholder.points.setText(getPuntenString(receipt));

        vi.setClickable(false);
        return vi;
    }

    public static class ReceiptViewHolder {
        public TextView shop;
        public TextView date;
        public TextView price;
        public TextView points;
    }

    public Object getFilter() {
        // XXX Auto-generated method stub
        return null;
    }

}

--EDIT:
found Workaround
Just to have some functional code i do now:
listview.setAdapter( new ReceiptListAdapter(activity,mcontext, -new dataset-);

Works, but not how it is supposed to work.
"
1386627,138475.0,2009-09-06 20:22:46+00:00,1386620,85,"<? and <?= are called short open tags, and are not always enabled (see the short_open_tag directive) with PHP 5.3 or below (but since PHP 5.4.0, <?= is always available).
Actually, in the php.ini-production file provided with PHP 5.3.0, they are disabled by default:
$ grep 'short_open' php.ini-production
; short_open_tag
short_open_tag = Off

So, using them in an application you want to distribute might not be a good idea: your application will not work if they are not enabled.
<?php, on the other side, cannot be disabled -- so, it's safest to use this one, even if it is longer to write.

Except the fact that short open tags are not necessarily enabled, I don't think there is much of a difference.
",1386620,161920.0,2009-09-06 20:19:53+00:00,,54,PHP echo vs PHP short tags,"Are they equal in safeness? I was informed that using
<?=$function_here?>

was less safe, and that it slows down page load times.
I am strictly biased to using echo.
What are the advantages/disadvantages?
"
24025447,2789229.0,2014-06-03 21:43:33+00:00,24025340,78,"EDIT: Since this answer is getting a few upvotes, I would like to clarify that setters/getters in Swift are quite different than ObjC. The property becomes a computed property which means it does not have a backing variable such as _x as it would in ObjC. In the solution code below you can see the xTimesTwo does not store anything, but simply computes the result from x.
See Official docs on computed properties.
The functionality you want might also be Property Observers.
Setters/getters are different than they were in Objective-C.
What you need is:
var x:Int

var xTimesTwo:Int {
    set {
       x = newValue / 2
    }
    get {
        return x * 2
    }
}

You can modify other properties within the setter/getters, which is what they are meant for.
",24025340,3285649.0,2014-06-03 21:35:37+00:00,,78,Property getters and setters,"With this simple class I am getting the compiler warning ""Attempting to modify/access 'x' within its own setter/getter"" and when I use it like this:
var p:point = point()
p.x = 12

I get an EXC_BAD_ACCESS. How can I do this without explicit backing ivars?
class point 
{

    var x:Int
    {
        set
        {
            x = newValue * 2 //Error
        }
        get {
            return x / 2 //Error
        }
    }
    ...

"
14995014,1599479.0,2013-02-21 05:13:28+00:00,14995000,65,"SELECT * 
FROM table1 INNER JOIN table2 ON 
     table1.primaryKey=table2.table1Id INNER JOIN 
     table3 ON table1.primaryKey=table3.table1Id

",14995000,996035.0,2013-02-21 05:11:38+00:00,,23,SQL Inner join more than two tables,"I can currently query the join of two tables on the equality of a foreign/primary key in the following way.
 $result = mysql_query(""SELECT * FROM `table1` 
                         INNER JOIN 
                       `table2` ON table1.primaryKey=table2.table1Id"");

I'd like to extend this to multiple tables (all with the same foreign keys). I am trying the following code which is not returning anything. Can anyone point out what I'm doing wrong?
 $result = mysql_query(""SELECT * FROM `table1` 
                        INNER JOIN `table2` 
                        INNER JOIN table3 
                        ON table1.primaryKey=table2.table1Id=table3.table1Id"");

"
